university_id,university_name,university_country
unvst-019b0caa-6751-7bf7-a203-db54f9b1c3f7,College of St. Scholastica,United States
unvst-019b0caa-6751-7bf7-a203-db55913b35fa,College of the Atlantic,United States
unvst-019b0caa-6751-7bf7-a203-db56659bd7b2,College of the Holy Cross,United States
unvst-019b0caa-6751-7bf7-a203-db5758a51a96,College of William and Mary,United States
unvst-019b0caa-6751-7bf7-a203-db582780098e,College of Wooster,United States
unvst-019b0caa-6751-7bf7-a203-db590bf97850,Colorado Christian University,United States
unvst-019b0caa-6751-7bf7-a203-db5aa6e10e5e,Colorado College,United States
unvst-019b0caa-6751-7bf7-a203-db5bfc0bc128,Colorado Mesa University,United States
unvst-019b0caa-6751-7bf7-a203-db5c6e15e529,Colorado School of Mines,United States
unvst-019b0caa-6751-7bf7-a203-db5d45e06412,Colorado State University,United States
unvst-019b0caa-6751-7bf7-a203-db5e355f0209,Colorado Technical University,United States
unvst-019b0caa-6751-7bf7-a203-db5fd9bba0f5,University of Colorado Anschutz Medical Campus,United States
unvst-019b0caa-6751-7bf7-a203-db600255423f,Columbia College Chicago,United States
unvst-019b0caa-6751-7bf7-a203-db61f6519c87,Columbia Southern University,United States
unvst-019b0caa-6751-7bf7-a203-db622f480edf,Columbia Union College,United States
unvst-019b0caa-6751-7bf7-a203-db63807747d8,Columbia University,United States
unvst-019b0caa-6751-7bf7-a203-db6449f34550,Community College of Baltimore County,United States
unvst-019b0caa-6751-7bf7-a203-db65caa7fcf3,Concordia College - Ann Arbor,United States
unvst-019b0caa-6751-7bf7-a203-db6655ea5b9a,Concordia College - Moorhead,United States
unvst-019b0caa-6751-7bf7-a203-db67beae79e2,Concordia College - Seward,United States
unvst-019b0caa-6751-7bf7-a203-db68d640cc37,Concordia College - St. Paul,United States
unvst-019b0caa-6751-7bf7-a203-db6935a018a5,Connecticut College,United States
unvst-019b0caa-6751-7bf7-a203-db6ad7e4bb20,Connecticut State University System,United States
unvst-019b0caa-6751-7bf7-a203-db6b0398b911,Cooper Union for the Advancement of Science and Art,United States
unvst-019b0caa-6751-7bf7-a203-db6c435d5776,Coppin State University,United States
unvst-019b0caa-6751-7bf7-a203-db6d203feb55,Allen College,United States
unvst-019b0caa-6752-70cb-8fe8-9acd61c36267,Cornell College,United States
unvst-019b0caa-6752-70cb-8fe8-9acebfc0afbb,Cornell University,United States
unvst-019b0caa-6752-70cb-8fe8-9acf84e86f78,Corning Community College,United States
unvst-019b0caa-6752-70cb-8fe8-9ad003e0f2d1,Creighton University,United States
unvst-019b0caa-6752-70cb-8fe8-9ad1852504ea,Curry College,United States
unvst-019b0caa-6752-70cb-8fe8-9ad24b43b42e,Daemen College,United States
unvst-019b0caa-6752-70cb-8fe8-9ad3e9d47460,Dakota State University,United States
unvst-019b0caa-6752-70cb-8fe8-9ad4bcefc46e,Dakota Wesleyan University,United States
unvst-019b0caa-6752-70cb-8fe8-9ad594d8e523,Dallas Baptist University,United States
unvst-019b0caa-6752-70cb-8fe8-9ad628bcce79,Dallas County Community College,United States
unvst-019b0caa-6752-70cb-8fe8-9ad7630667a3,Dana College,United States
unvst-019b0caa-6752-70cb-8fe8-9ad8608b4c4a,Daniel Webster College,United States
unvst-019b0caa-6752-70cb-8fe8-9ad9e3fa2574,Dartmouth College,United States
unvst-019b0caa-6752-70cb-8fe8-9ada501b1d94,Davenport University,United States
unvst-019b0caa-6752-70cb-8fe8-9adb30adbce4,Davidson College,United States
unvst-019b0caa-6752-70cb-8fe8-9adcea46e755,Davis & Elkins College,United States
unvst-019b0caa-6752-70cb-8fe8-9add292251a5,Daytona State College,United States
unvst-019b0caa-6752-70cb-8fe8-9adee825fb7a,Delaware State University,United States
unvst-019b0caa-6752-70cb-8fe8-9adfc0775450,Delta State University,United States
unvst-019b0caa-6752-70cb-8fe8-9ae0afc7af58,Denison University,United States
unvst-019b0caa-6752-70cb-8fe8-9ae1fcb27757,DePaul University,United States
unvst-019b0caa-6752-70cb-8fe8-9ae25a71d76d,DePauw University,United States
unvst-019b0caa-6752-70cb-8fe8-9ae38bf4b28a,DeVry Institute of Technology,United States
unvst-019b0caa-6752-70cb-8fe8-9ae4d1933bc5,Dharamsinh Desai University,India
unvst-019b0caa-6752-70cb-8fe8-9ae55870bbc9,Dickinson College,United States
unvst-019b0caa-6752-70cb-8fe8-9ae635449073,Dickinson State University,United States
unvst-019b0caa-6752-70cb-8fe8-9ae7223dbcf3,Dillard University,United States
unvst-019b0caa-6752-70cb-8fe8-9ae8279e443f,Dominican College,United States
unvst-019b0caa-6752-70cb-8fe8-9ae96c5916b5,Dordt College,United States
unvst-019b0caa-6752-70cb-8fe8-9aea606d36df,Dowling College,United States
unvst-019b0caa-6752-70cb-8fe8-9aeb4aeeec3d,Drake University,United States
unvst-019b0caa-6752-70cb-8fe8-9aec8ab71c64,Drew University,United States
unvst-019b0caa-6752-70cb-8fe8-9aeddb7f903b,Drexel University,United States
unvst-019b0caa-6752-70cb-8fe8-9aee75d4f8bb,Drury College,United States
unvst-019b0caa-6752-70cb-8fe8-9aef6c54ecbf,Duquesne University,United States
unvst-019b0caa-6752-70cb-8fe8-9af045fc3695,Earlham College,United States
unvst-019b0caa-6752-70cb-8fe8-9af170b88d0f,East Carolina University,United States
unvst-019b0caa-6752-70cb-8fe8-9af2663cc3a7,East Central University,United States
unvst-019b0caa-6752-70cb-8fe8-9af32a334bff,Eastern Connecticut State University,United States
unvst-019b0caa-6752-70cb-8fe8-9af40828afc6,Eastern Illinois University,United States
unvst-019b0caa-6752-70cb-8fe8-9af5e2d7b586,Eastern Kentucky University,United States
unvst-019b0caa-6752-70cb-8fe8-9af64818c05a,Eastern Mennonite University,United States
unvst-019b0caa-6752-70cb-8fe8-9af7ca7b59cd,Eastern Michigan University,United States
unvst-019b0caa-6752-70cb-8fe8-9af8263fa04b,Eastern New Mexico University,United States
unvst-019b0caa-6752-70cb-8fe8-9af90e79ec2f,Eastern Oregon State College,United States
unvst-019b0caa-6752-70cb-8fe8-9afa4cdff3a2,Eastern Washington University,United States
unvst-019b0caa-6752-70cb-8fe8-9afb9ec03e60,East Stroudsburg State University of Pennsylvania,United States
unvst-019b0caa-6752-70cb-8fe8-9afca9f86ca0,East Tennessee State University,United States
unvst-019b0caa-6752-70cb-8fe8-9afdcf380dc1,Edgewood College,United States
unvst-019b0caa-6752-70cb-8fe8-9afef4c96014,Edinboro University of Pennsylvania,United States
unvst-019b0caa-6752-70cb-8fe8-9aff4ab40d50,Elizabeth City State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b00bcc2e565,Elizabethtown College,United States
unvst-019b0caa-6752-70cb-8fe8-9b0178d921ff,Elmhurst College,United States
unvst-019b0caa-6752-70cb-8fe8-9b0240ea04c8,Elon College,United States
unvst-019b0caa-6752-70cb-8fe8-9b0307276bac,Embry-Riddle Aeronautical University,United States
unvst-019b0caa-6752-70cb-8fe8-9b04bf17016a,Emerson College,United States
unvst-019b0caa-6752-70cb-8fe8-9b05d22328dc,Emmanuel College,United States
unvst-019b0caa-6752-70cb-8fe8-9b062a92e235,Emory University,United States
unvst-019b0caa-6752-70cb-8fe8-9b07b1fba728,Emory & Henry College,United States
unvst-019b0caa-6752-70cb-8fe8-9b085ea9117a,Emporia State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b09641d75fa,Erie Community College,United States
unvst-019b0caa-6752-70cb-8fe8-9b0a5410328f,Lake Erie College of Osteopathic Medicine,United States
unvst-019b0caa-6752-70cb-8fe8-9b0b61b63f1d,East Texas Baptist University,United States
unvst-019b0caa-6752-70cb-8fe8-9b0c011596b9,Evergreen State College,United States
unvst-019b0caa-6752-70cb-8fe8-9b0d4904cdde,Fairleigh Dickinson University,United States
unvst-019b0caa-6752-70cb-8fe8-9b0e90bd3c82,Fairmont State College,United States
unvst-019b0caa-6752-70cb-8fe8-9b0fe264dad9,Fayetteville State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b10048c3faa,Ferris State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b1121442249,Fielding Institute,United States
unvst-019b0caa-6752-70cb-8fe8-9b12c06a79c1,Fisk University,United States
unvst-019b0caa-6752-70cb-8fe8-9b1372128b64,Fitchburg State College,United States
unvst-019b0caa-6752-70cb-8fe8-9b14712be964,Florida Agricultural and Mechanical University,United States
unvst-019b0caa-6752-70cb-8fe8-9b152566b048,Florida Atlantic University,United States
unvst-019b0caa-6752-70cb-8fe8-9b16270b3884,Florida Gulf Coast University,United States
unvst-019b0caa-6752-70cb-8fe8-9b17f0374f48,Florida Institute of Technology,United States
unvst-019b0caa-6752-70cb-8fe8-9b18e78225c4,Florida International University,United States
unvst-019b0caa-6752-70cb-8fe8-9b19cc5c5284,Florida State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b1a0463dbcc,Fontbonne College,United States
unvst-019b0caa-6752-70cb-8fe8-9b1b36c596f1,Fordham University,United States
unvst-019b0caa-6752-70cb-8fe8-9b1ca3a9ead7,Fort Hays State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b1d172e5f1a,Fort Lewis College,United States
unvst-019b0caa-6752-70cb-8fe8-9b1e0ca0e842,Fountainhead College of Technology,United States
unvst-019b0caa-6752-70cb-8fe8-9b1f10b0f0e1,Franklin and Marshall College,United States
unvst-019b0caa-6752-70cb-8fe8-9b20facd188c,Franklin Pierce Law Center,United States
unvst-019b0caa-6752-70cb-8fe8-9b2151e681b0,Franklin University,United States
unvst-019b0caa-6752-70cb-8fe8-9b221f53cd15,Frederick Community College,United States
unvst-019b0caa-6752-70cb-8fe8-9b2322237135,Fresno Pacific University,United States
unvst-019b0caa-6752-70cb-8fe8-9b244a6ae0b1,Friends University,United States
unvst-019b0caa-6752-70cb-8fe8-9b25c65cbabf,Frostburg State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b26d459964f,Fuller Theological Seminary,United States
unvst-019b0caa-6752-70cb-8fe8-9b27b725d571,Furman University,United States
unvst-019b0caa-6752-70cb-8fe8-9b28497ffeae,Futureworks,United Kingdom
unvst-019b0caa-6752-70cb-8fe8-9b295f33ad31,Gallaudet University,United States
unvst-019b0caa-6752-70cb-8fe8-9b2af7a1839d,Gannon University,United States
unvst-019b0caa-6752-70cb-8fe8-9b2bcff250ec,Geneva College,United States
unvst-019b0caa-6752-70cb-8fe8-9b2ce2738ace,George Fox College,United States
unvst-019b0caa-6752-70cb-8fe8-9b2d1b0169ed,George Mason University,United States
unvst-019b0caa-6752-70cb-8fe8-9b2e58651cbc,Georgetown University,United States
unvst-019b0caa-6752-70cb-8fe8-9b2f6c4f9ec6,George Washington University,United States
unvst-019b0caa-6752-70cb-8fe8-9b30664bfe57,Georgia College,United States
unvst-019b0caa-6752-70cb-8fe8-9b31345abab7,Georgia Institute of Technology,United States
unvst-019b0caa-6752-70cb-8fe8-9b326469716d,Georgian Court University,United States
unvst-019b0caa-6752-70cb-8fe8-9b33da123068,Georgia Southern University,United States
unvst-019b0caa-6752-70cb-8fe8-9b340feffd2c,Georgia Southwestern State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b35d2d147df,Georgia State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b368b465308,Gettysburg College,United States
unvst-019b0caa-6752-70cb-8fe8-9b3712c4542e,GMI Engineering and Management Institute,United States
unvst-019b0caa-6752-70cb-8fe8-9b38331da62a,Golden Gate University,United States
unvst-019b0caa-6752-70cb-8fe8-9b39c5aae67f,Goldey-Beacom College,United States
unvst-019b0caa-6752-70cb-8fe8-9b3adb8e7ff2,Gonzaga University,United States
unvst-019b0caa-6752-70cb-8fe8-9b3b9cbdcadb,Goshen College,United States
unvst-019b0caa-6752-70cb-8fe8-9b3c7ad8ee73,Goucher College,United States
unvst-019b0caa-6752-70cb-8fe8-9b3d238274ba,Governors State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b3e045b7cd3,Grace College,United States
unvst-019b0caa-6752-70cb-8fe8-9b3feb69a524,Graceland College,United States
unvst-019b0caa-6752-70cb-8fe8-9b4092cc7a0c,Grand Valley State University,United States
unvst-019b0caa-6752-70cb-8fe8-9b419c8582d6,Greenleaf University,United States
unvst-019b0caa-6752-70cb-8fe8-9b426c7e8037,Grinnell College,United States
unvst-019b0caa-6752-70cb-8fe8-9b43db854653,Guilford College,United States
unvst-019b0caa-6752-70cb-8fe8-9b4422d92fce,Gustavus Adolphus College,United States
unvst-019b0caa-6752-70cb-8fe8-9b452cb0b07e,Hagerstown Community College,United States
unvst-019b0caa-6752-70cb-8fe8-9b46b88fcc8b,Hamilton College,United States
unvst-019b0caa-6752-70cb-8fe8-9b47071c7143,Hamline University,United States
unvst-019b0caa-6752-70cb-8fe8-9b4859142cb5,Hampden-Sydney College,United States
unvst-019b0caa-6752-70cb-8fe8-9b49dd2c35f9,Hampshire College,United States
unvst-019b0caa-6752-70cb-8fe8-9b4afefa6980,Hampton University,United States
unvst-019b0caa-6752-70cb-8fe8-9b4b67d4fd70,Hanover College,United States
unvst-019b0caa-6752-70cb-8fe8-9b4cce713db1,Harding University,United States
unvst-019b0caa-6752-70cb-8fe8-9b4d8ab4f1c7,Harford Community College,United States
unvst-019b0caa-6752-70cb-8fe8-9b4eaeebbea1,Hartwick College,United States
unvst-019b0caa-6752-70cb-8fe8-9b4f9ec3716b,Harvard University,United States
unvst-019b0caa-6752-70cb-8fe8-9b50e2eab467,Harvey Mudd College,United States
unvst-019b0caa-6752-70cb-8fe8-9b5179920441,Haskell Indian Nations University,United States
unvst-019b0caa-6752-70cb-8fe8-9b529c022932,Hastings College,United States
unvst-019b0caa-6752-70cb-8fe8-9b53291269ce,Haverford College in Pennsylvania,United States
unvst-019b0caa-6752-70cb-8fe8-9b5494890fae,Hawaii Pacific University,United States
unvst-019b0caa-6752-70cb-8fe8-9b55f531a674,Heidelberg College,United States
unvst-019b0caa-6752-70cb-8fe8-9b56af325de5,Hendrix College,United States
unvst-019b0caa-6752-70cb-8fe8-9b57e364e0d8,Hesston College,United States
unvst-019b0caa-6752-70cb-8fe8-9b58dc021db3,High Point University,United States
unvst-019b0caa-6752-70cb-8fe8-9b59af852ca9,Hillsdale College,United States
unvst-019b0caa-6752-70cb-8fe8-9b5a3f9bbd67,Hiram College,United States
unvst-019b0caa-6752-70cb-8fe8-9b5b467a06b3,Hobart and William Smith Colleges,United States
unvst-019b0caa-6752-70cb-8fe8-9b5cf3e94f7e,Hofstra University,United States
unvst-019b0caa-6752-70cb-8fe8-9b5d6c4b85e0,Hollins College,United States
unvst-019b0caa-6752-70cb-8fe8-9b5e605f1672,Hood College,United States
unvst-019b0caa-6752-70cb-8fe8-9b5fe5633b14,Hope College,United States
unvst-019b0caa-6752-70cb-8fe8-9b6096c6b6e5,Howard Community College,United States
unvst-019b0caa-6752-70cb-8fe8-9b6147477afc,Howard University,United States
unvst-019b0caa-6753-7033-8362-078649a5b036,Humboldt State University,United States
unvst-019b0caa-6753-7033-8362-0787e2d00cb0,Huntingdon College,United States
unvst-019b0caa-6753-7033-8362-0788e6649b92,Huntington University,United States
unvst-019b0caa-6753-7033-8362-0789479237ef,ICI University,United States
unvst-019b0caa-6753-7033-8362-078a6877a82a,Idaho State University,United States
unvst-019b0caa-6753-7033-8362-078bae43076e,Illinois Benedictine College,United States
unvst-019b0caa-6753-7033-8362-078cc6f62840,Illinois Institute of Technology,United States
unvst-019b0caa-6753-7033-8362-078d832321cb,Illinois State University,United States
unvst-019b0caa-6753-7033-8362-078e6d12959a,Indiana Institute of Technology,United States
unvst-019b0caa-6753-7033-8362-078f07371ec0,Indiana State University,United States
unvst-019b0caa-6753-7033-8362-07908515332c,Indiana University,United States
unvst-019b0caa-6753-7033-8362-07913d53c261,Indiana University - Bloomington,United States
unvst-019b0caa-6753-7033-8362-079224dd1ea1,Indiana University at South Bend,United States
unvst-019b0caa-6753-7033-8362-079321016f0a,Indiana University of Pennsylvania,United States
unvst-019b0caa-6753-7033-8362-07945293a944,Indiana University/Purdue University at Columbus,United States
unvst-019b0caa-6753-7033-8362-07955a83795a,Indiana University/Purdue University at Fort Wayne,United States
unvst-019b0caa-6753-7033-8362-0796df5aceed,Indiana University/Purdue University at Indianapolis,United States
unvst-019b0caa-6753-7033-8362-07977ec70b56,Indiana University Southeast,United States
unvst-019b0caa-6753-7033-8362-0798b9a741f7,"Indiana Wesleyan University, Marion",United States
unvst-019b0caa-6753-7033-8362-0799d3c7e2f2,Institute for Advanced Study,United States
unvst-019b0caa-6753-7033-8362-079ac6c11127,Institute for World Politics,United States
unvst-019b0caa-6753-7033-8362-079b37affc96,Iona College,United States
unvst-019b0caa-6753-7033-8362-079c00d16fa5,Iowa State University,United States
unvst-019b0caa-6753-7033-8362-079d6472a7b1,Irvine Valley College,United States
unvst-019b0caa-6753-7033-8362-079e97e26dee,Ithaca College,United States
unvst-019b0caa-6753-7033-8362-079f485feac6,Jackson State University,United States
unvst-019b0caa-6753-7033-8362-07a06f03ed8c,Jacksonville State University,United States
unvst-019b0caa-6753-7033-8362-07a113aca9fd,Jacksonville University,United States
unvst-019b0caa-6753-7033-8362-07a220d5b689,James Madison University,United States
unvst-019b0caa-6753-7033-8362-07a332a278d8,John Brown University,United States
unvst-019b0caa-6753-7033-8362-07a40ee0653d,John F. Kennedy University,United States
unvst-019b0caa-6753-7033-8362-07a53471b57b,Johns Hopkins University,United States
unvst-019b0caa-6753-7033-8362-07a6ecd62ed7,Johns Hopkins University Applied Physics Laboratory,United States
unvst-019b0caa-6753-7033-8362-07a791a1f79b,Johnson & Wales University,United States
unvst-019b0caa-6753-7033-8362-07a8401ad798,Johnson Bible College,United States
unvst-019b0caa-6753-7033-8362-07a9ac2f09e8,Johnson C. Smith University,United States
unvst-019b0caa-6753-7033-8362-07aad3f20878,Jones College,United States
